"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Alaska"	"02"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	28	698895	4.01	4.04
	"Alaska"	"02"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	121	698895	17.31	17.75
	"Alaska"	"02"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	74	710231	10.42	10.28
	"Alaska"	"02"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	Suppressed	710231	Suppressed	Suppressed
	"Alaska"	"02"	"2010"	"2010"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	710231	Suppressed	Suppressed
	"Alaska"	"02"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	710231	Suppressed	Suppressed
	"Alaska"	"02"	"2010"	"2010"	"All other drug-induced causes"	"D9"	Suppressed	710231	Suppressed	Suppressed
	"Alaska"	"02"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	35	710231	4.93	4.78
	"Alaska"	"02"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	87	710231	12.25	11.53
	"Alaska"	"02"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	97	722718	13.42	12.86
	"Alaska"	"02"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	Suppressed	722718	Suppressed	Suppressed
	"Alaska"	"02"	"2011"	"2011"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	722718	Suppressed	Suppressed
	"Alaska"	"02"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	722718	Suppressed	Suppressed
	"Alaska"	"02"	"2011"	"2011"	"All other drug-induced causes"	"D9"	Suppressed	722718	Suppressed	Suppressed
	"Alaska"	"02"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	31	722718	4.29	4.02
	"Alaska"	"02"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	100	722718	13.84	13.34
	"Alaska"	"02"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	113	731449	15.45	15.06
	"Alaska"	"02"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	731449	Unreliable	Unreliable
	"Alaska"	"02"	"2012"	"2012"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	731449	Suppressed	Suppressed
	"Alaska"	"02"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	731449	Suppressed	Suppressed
	"Alaska"	"02"	"2012"	"2012"	"All other drug-induced causes"	"D9"	Suppressed	731449	Suppressed	Suppressed
	"Alaska"	"02"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	16	731449	Unreliable	Unreliable
	"Alaska"	"02"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	106	731449	14.49	13.85
	"Alaska"	"02"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	92	735132	12.51	12.76
	"Alaska"	"02"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	735132	Unreliable	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	735132	Suppressed	Suppressed
	"Alaska"	"02"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	735132	Suppressed	Suppressed
	"Alaska"	"02"	"2013"	"2013"	"All other drug-induced causes"	"D9"	Suppressed	735132	Suppressed	Suppressed
	"Alaska"	"02"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	31	735132	4.22	4.31
	"Alaska"	"02"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	95	735132	12.92	12.36
	"Alaska"	"02"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	103	736732	13.98	13.87
	"Alaska"	"02"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	736732	Unreliable	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	736732	Suppressed	Suppressed
	"Alaska"	"02"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	736732	Suppressed	Suppressed
	"Alaska"	"02"	"2014"	"2014"	"All other drug-induced causes"	"D9"	Suppressed	736732	Suppressed	Suppressed
	"Alaska"	"02"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	29	736732	3.94	4.20
	"Alaska"	"02"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	110	736732	14.93	13.99
	"Alaska"	"02"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	105	738432	14.22	13.88
	"Alaska"	"02"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	738432	Unreliable	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	738432	Suppressed	Suppressed
	"Alaska"	"02"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	738432	Suppressed	Suppressed
	"Alaska"	"02"	"2015"	"2015"	"All other drug-induced causes"	"D9"	Suppressed	738432	Suppressed	Suppressed
	"Alaska"	"02"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	28	738432	3.79	3.83
	"Alaska"	"02"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	133	738432	18.01	17.21
	"Alaska"	"02"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	103	741894	13.88	13.35
	"Alaska"	"02"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	741894	Unreliable	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	741894	Suppressed	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	741894	Suppressed	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"All other drug-induced causes"	"D9"	10	741894	Unreliable	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	25	741894	3.37	3.43
	"Alaska"	"02"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	158	741894	21.30	19.92
	"Alaska"	"02"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	123	739795	16.63	16.94
	"Alaska"	"02"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	17	739795	Unreliable	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	739795	Suppressed	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	739795	Suppressed	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"All other drug-induced causes"	"D9"	11	739795	Unreliable	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	22	739795	2.97	2.99
	"Alaska"	"02"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	137	739795	18.52	17.22
	"Arizona"	"04"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	362	5023823	7.21	7.46
	"Arizona"	"04"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	112	5023823	2.23	2.32
	"Arizona"	"04"	"1999"	"1999"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	5023823	Suppressed	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	36	5023823	0.72	0.72
	"Arizona"	"04"	"1999"	"1999"	"All other drug-induced causes"	"D9"	46	5023823	0.92	0.98
	"Arizona"	"04"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	5023823	Unreliable	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	457	5023823	9.10	9.46
	"Arizona"	"04"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	399	5130632	7.78	8.08
	"Arizona"	"04"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	91	5130632	1.77	1.84
	"Arizona"	"04"	"2000"	"2000"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	5130632	Suppressed	Suppressed
	"Arizona"	"04"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	32	5130632	0.62	0.65
	"Arizona"	"04"	"2000"	"2000"	"All other drug-induced causes"	"D9"	37	5130632	0.72	0.75
	"Arizona"	"04"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	5130632	Unreliable	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	461	5130632	8.99	9.34
	"Arizona"	"04"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	429	5273477	8.14	8.50
	"Arizona"	"04"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	80	5273477	1.52	1.58
	"Arizona"	"04"	"2001"	"2001"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	5273477	Suppressed	Suppressed
	"Arizona"	"04"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	40	5273477	0.76	0.78
	"Arizona"	"04"	"2001"	"2001"	"All other drug-induced causes"	"D9"	46	5273477	0.87	0.90
	"Arizona"	"04"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	5273477	Suppressed	Suppressed
	"Arizona"	"04"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	444	5273477	8.42	8.73
	"Arizona"	"04"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	464	5396255	8.60	8.96
	"Arizona"	"04"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	110	5396255	2.04	2.11
	"Arizona"	"04"	"2002"	"2002"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	5396255	Suppressed	Suppressed
	"Arizona"	"04"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	48	5396255	0.89	0.88
	"Arizona"	"04"	"2002"	"2002"	"All other drug-induced causes"	"D9"	43	5396255	0.80	0.84
	"Arizona"	"04"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	5396255	Suppressed	Suppressed
	"Arizona"	"04"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	507	5396255	9.40	9.64
	"Arizona"	"04"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	512	5510364	9.29	9.70
	"Arizona"	"04"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	106	5510364	1.92	1.99
	"Arizona"	"04"	"2003"	"2003"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	5510364	Suppressed	Suppressed
	"Arizona"	"04"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	55	5510364	1.00	1.00
	"Arizona"	"04"	"2003"	"2003"	"All other drug-induced causes"	"D9"	65	5510364	1.18	1.22
	"Arizona"	"04"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	10	5510364	Unreliable	Unreliable
	"Arizona"	"04"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	562	5510364	10.20	10.39
	"Arizona"	"04"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	549	5652404	9.71	10.09
	"Arizona"	"04"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	123	5652404	2.18	2.26
	"Arizona"	"04"	"2004"	"2004"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	5652404	Suppressed	Suppressed
	"Arizona"	"04"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	71	5652404	1.26	1.32
	"Arizona"	"04"	"2004"	"2004"	"All other drug-induced causes"	"D9"	59	5652404	1.04	1.10
	"Arizona"	"04"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	5652404	Suppressed	Suppressed
	"Arizona"	"04"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	586	5652404	10.37	10.37
	"Arizona"	"04"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	585	5839077	10.02	10.44
	"Arizona"	"04"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	115	5839077	1.97	1.99
	"Arizona"	"04"	"2005"	"2005"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	5839077	Suppressed	Suppressed
	"Arizona"	"04"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	89	5839077	1.52	1.59
	"Arizona"	"04"	"2005"	"2005"	"All other drug-induced causes"	"D9"	55	5839077	0.94	0.97
	"Arizona"	"04"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	5839077	Suppressed	Suppressed
	"Arizona"	"04"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	659	5839077	11.29	11.20
	"Arizona"	"04"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	663	6029141	11.00	11.31
	"Arizona"	"04"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	132	6029141	2.19	2.24
	"Arizona"	"04"	"2006"	"2006"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6029141	Suppressed	Suppressed
	"Arizona"	"04"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	78	6029141	1.29	1.35
	"Arizona"	"04"	"2006"	"2006"	"All other drug-induced causes"	"D9"	83	6029141	1.38	1.43
	"Arizona"	"04"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	6029141	Suppressed	Suppressed
	"Arizona"	"04"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	656	6029141	10.88	10.73
	"Arizona"	"04"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	697	6167681	11.30	11.74
	"Arizona"	"04"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	179	6167681	2.90	2.87
	"Arizona"	"04"	"2007"	"2007"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6167681	Suppressed	Suppressed
	"Arizona"	"04"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	66	6167681	1.07	1.09
	"Arizona"	"04"	"2007"	"2007"	"All other drug-induced causes"	"D9"	38	6167681	0.62	0.63
	"Arizona"	"04"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	46	6167681	0.75	0.78
	"Arizona"	"04"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	701	6167681	11.37	11.24
	"Arizona"	"04"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	621	6280362	9.89	10.20
	"Arizona"	"04"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	149	6280362	2.37	2.40
	"Arizona"	"04"	"2008"	"2008"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6280362	Suppressed	Suppressed
	"Arizona"	"04"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	58	6280362	0.92	0.93
	"Arizona"	"04"	"2008"	"2008"	"All other drug-induced causes"	"D9"	25	6280362	0.40	0.40
	"Arizona"	"04"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	64	6280362	1.02	1.02
	"Arizona"	"04"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	720	6280362	11.46	11.19
	"Arizona"	"04"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	757	6343154	11.93	12.29
	"Arizona"	"04"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	173	6343154	2.73	2.73
	"Arizona"	"04"	"2009"	"2009"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6343154	Suppressed	Suppressed
	"Arizona"	"04"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	70	6343154	1.10	1.08
	"Arizona"	"04"	"2009"	"2009"	"All other drug-induced causes"	"D9"	39	6343154	0.61	0.58
	"Arizona"	"04"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	75	6343154	1.18	1.21
	"Arizona"	"04"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	729	6343154	11.49	11.03
	"Arizona"	"04"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	843	6392017	13.19	13.50
	"Arizona"	"04"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	159	6392017	2.49	2.47
	"Arizona"	"04"	"2010"	"2010"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6392017	Suppressed	Suppressed
	"Arizona"	"04"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	95	6392017	1.49	1.50
	"Arizona"	"04"	"2010"	"2010"	"All other drug-induced causes"	"D9"	43	6392017	0.67	0.66
	"Arizona"	"04"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	83	6392017	1.30	1.31
	"Arizona"	"04"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	904	6392017	14.14	13.39
	"Arizona"	"04"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	811	6482505	12.51	12.83
	"Arizona"	"04"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	178	6482505	2.75	2.76
	"Arizona"	"04"	"2011"	"2011"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6482505	Suppressed	Suppressed
	"Arizona"	"04"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	82	6482505	1.26	1.24
	"Arizona"	"04"	"2011"	"2011"	"All other drug-induced causes"	"D9"	47	6482505	0.73	0.70
	"Arizona"	"04"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	104	6482505	1.60	1.64
	"Arizona"	"04"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	904	6482505	13.95	13.01
	"Arizona"	"04"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	843	6553255	12.86	13.29
	"Arizona"	"04"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	165	6553255	2.52	2.46
	"Arizona"	"04"	"2012"	"2012"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6553255	Suppressed	Suppressed
	"Arizona"	"04"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	125	6553255	1.91	1.94
	"Arizona"	"04"	"2012"	"2012"	"All other drug-induced causes"	"D9"	72	6553255	1.10	1.07
	"Arizona"	"04"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	96	6553255	1.46	1.50
	"Arizona"	"04"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	960	6553255	14.65	13.36
	"Arizona"	"04"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	942	6626624	14.22	14.56
	"Arizona"	"04"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	161	6626624	2.43	2.38
	"Arizona"	"04"	"2013"	"2013"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6626624	Suppressed	Suppressed
	"Arizona"	"04"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	119	6626624	1.80	1.80
	"Arizona"	"04"	"2013"	"2013"	"All other drug-induced causes"	"D9"	82	6626624	1.24	1.18
	"Arizona"	"04"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	102	6626624	1.54	1.55
	"Arizona"	"04"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	1036	6626624	15.63	14.47
	"Arizona"	"04"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	934	6731484	13.88	14.18
	"Arizona"	"04"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	166	6731484	2.47	2.34
	"Arizona"	"04"	"2014"	"2014"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6731484	Suppressed	Suppressed
	"Arizona"	"04"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	110	6731484	1.63	1.63
	"Arizona"	"04"	"2014"	"2014"	"All other drug-induced causes"	"D9"	63	6731484	0.94	0.92
	"Arizona"	"04"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	86	6731484	1.28	1.29
	"Arizona"	"04"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	1084	6731484	16.10	14.79
	"Arizona"	"04"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	998	6828065	14.62	15.06
	"Arizona"	"04"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	173	6828065	2.53	2.41
	"Arizona"	"04"	"2015"	"2015"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6828065	Suppressed	Suppressed
	"Arizona"	"04"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	102	6828065	1.49	1.52
	"Arizona"	"04"	"2015"	"2015"	"All other drug-induced causes"	"D9"	77	6828065	1.13	1.10
	"Arizona"	"04"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	82	6828065	1.20	1.27
	"Arizona"	"04"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	1195	6828065	17.50	16.05
	"Arizona"	"04"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1141	6931071	16.46	16.87
	"Arizona"	"04"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	140	6931071	2.02	1.94
	"Arizona"	"04"	"2016"	"2016"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6931071	Suppressed	Suppressed
	"Arizona"	"04"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	100	6931071	1.44	1.43
	"Arizona"	"04"	"2016"	"2016"	"All other drug-induced causes"	"D9"	118	6931071	1.70	1.64
	"Arizona"	"04"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	141	6931071	2.03	2.06
	"Arizona"	"04"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	1186	6931071	17.11	15.46
	"Arizona"	"04"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1297	7016270	18.49	19.08
	"Arizona"	"04"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	143	7016270	2.04	1.88
	"Arizona"	"04"	"2017"	"2017"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	7016270	Suppressed	Suppressed
	"Arizona"	"04"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	89	7016270	1.27	1.26
	"Arizona"	"04"	"2017"	"2017"	"All other drug-induced causes"	"D9"	96	7016270	1.37	1.32
	"Arizona"	"04"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	99	7016270	1.41	1.44
	"Arizona"	"04"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	1129	7016270	16.09	14.72
	"Arkansas"	"05"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	2651860	1.17	1.19
	"Arkansas"	"05"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	32	2651860	1.21	1.24
	"Arkansas"	"05"	"1999"	"1999"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	2651860	Suppressed	Suppressed
	"Arkansas"	"05"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	49	2651860	1.85	1.93
	"Arkansas"	"05"	"1999"	"1999"	"All other drug-induced causes"	"D9"	Suppressed	2651860	Suppressed	Suppressed
	"Arkansas"	"05"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	2651860	Suppressed	Suppressed
	"Arkansas"	"05"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	119	2651860	4.49	4.47
	"Arkansas"	"05"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	46	2673400	1.72	1.75
	"Arkansas"	"05"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	30	2673400	1.12	1.14
	"Arkansas"	"05"	"2000"	"2000"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	2673400	Suppressed	Suppressed
	"Arkansas"	"05"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	64	2673400	2.39	2.50
	"Arkansas"	"05"	"2000"	"2000"	"All other drug-induced causes"	"D9"	11	2673400	Unreliable	Unreliable
	"Arkansas"	"05"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	2673400	Suppressed	Suppressed
	"Arkansas"	"05"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	108	2673400	4.04	3.98
	"Arkansas"	"05"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	40	2691571	1.49	1.51
	"Arkansas"	"05"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	33	2691571	1.23	1.28
	"Arkansas"	"05"	"2001"	"2001"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	2691571	Suppressed	Suppressed
	"Arkansas"	"05"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	53	2691571	1.97	2.08
	"Arkansas"	"05"	"2001"	"2001"	"All other drug-induced causes"	"D9"	Suppressed	2691571	Suppressed	Suppressed
